date,deaths,temp,ozone,hum
04nov2005,148,10.84,36.76,67.65
05nov2005,128,9.06,32.69,78.97
06nov2005,126,11.98,49.72,87.72
07nov2005,143,11.13,28.11,74.22
08nov2005,147,13.68,44.32,72.68
09nov2005,124,9.54,18.39,73.20
10nov2005,122,9.52,28.80,87.35
11nov2005,130,12.84,48.60,74.65
12nov2005,126,8.24,28.23,71.40
13nov2005,122,6.21,16.61,82.65
14nov2005,127,5.18,4.77,79.40
15nov2005,152,7.80,14.30,76.78
16nov2005,137,5.70,21.76,68.10
17nov2005,115,2.88,5.27,68.22
18nov2005,147,2.26,3.88,76.85
19nov2005,152,2.92,3.88,81.25
20nov2005,121,2.21,2.79,82.97
21nov2005,132,2.94,2.49,84.50
22nov2005,159,4.69,2.09,87.60
23nov2005,159,4.05,2.19,93.65
24nov2005,156,5.41,14.61,78.75
25nov2005,143,1.37,23.19,74.53
26nov2005,136,3.23,17.79,82.20
27nov2005,132,3.09,13.82,84.95
28nov2005,141,3.21,10.64,75.20
29nov2005,159,2.86,7.56,77.88
30nov2005,145,3.70,10.22,81.55
01dec2005,157,7.07,26.42,88.10
02dec2005,175,8.62,43.73,77.35
03dec2005,151,8.09,36.76,81.75
04dec2005,133,6.88,15.40,84.05
05dec2005,129,6.41,9.73,81.28
06dec2005,147,3.86,2.39,88.43
07dec2005,161,3.50,6.06,86.00
08dec2005,151,5.22,13.82,87.07
09dec2005,150,3.29,1.70,92.80
10dec2005,150,4.47,2.29,83.57
11dec2005,139,3.20,1.70,90.15
12dec2005,146,4.51,16.10,77.65
13dec2005,149,5.79,11.53,77.12
14dec2005,161,6.00,11.43,79.83
15dec2005,190,8.39,17.57,74.20
16dec2005,173,8.74,38.05,65.32
17dec2005,135,2.99,26.04,55.53
18dec2005,133,1.28,12.32,70.15
19dec2005,165,4.69,15.11,80.05
20dec2005,152,3.43,2.69,79.00
21dec2005,164,6.77,8.44,85.32
22dec2005,157,7.51,19.16,77.40
23dec2005,144,8.64,20.21,70.82
24dec2005,153,8.75,10.24,82.50
25dec2005,154,4.17,24.36,79.65
26dec2005,169,3.47,33.27,84.70
27dec2005,146,1.23,30.06,82.72
28dec2005,158,-0.19,24.44,84.38
29dec2005,158,0.01,13.04,88.07
30dec2005,176,3.48,29.23,92.97
31dec2005,176,5.93,46.15,75.45
01jan2006,147,5.74,25.51,78.75
02jan2006,145,6.27,11.61,86.95
03jan2006,157,7.22,5.23,92.03
04jan2006,153,5.59,19.85,83.53
05jan2006,150,2.78,7.42,75.10
06jan2006,154,3.00,2.71,75.97
07jan2006,153,2.05,1.73,91.50
08jan2006,160,3.06,1.84,88.88
09jan2006,172,5.42,5.24,90.35
10jan2006,152,6.39,25.51,83.47
11jan2006,153,7.58,23.80,75.60
12jan2006,162,3.06,12.02,84.45
13jan2006,156,5.85,20.34,77.88
14jan2006,148,7.60,20.86,87.07
15jan2006,142,8.07,29.55,86.70
16jan2006,149,7.40,28.75,89.05
17jan2006,168,7.53,19.02,83.47
18jan2006,148,8.84,8.38,89.25
19jan2006,152,9.62,22.38,89.10
20jan2006,149,8.55,42.40,68.47
21jan2006,160,6.12,19.03,75.30
22jan2006,138,2.80,10.27,80.00
23jan2006,148,1.72,7.66,74.78
24jan2006,148,0.74,3.03,76.32
25jan2006,167,1.52,14.77,79.70
26jan2006,143,2.89,41.76,65.70
27jan2006,137,2.49,35.64,66.25
28jan2006,156,2.77,37.29,65.62
29jan2006,186,3.21,43.99,70.43
30jan2006,147,4.35,45.96,73.00
31jan2006,159,4.27,27.39,78.05
01feb2006,160,1.28,2.05,83.12
02feb2006,159,-0.72,2.72,83.47
03feb2006,147,0.14,2.28,87.35
04feb2006,176,2.38,7.75,75.28
05feb2006,135,4.57,3.81,83.65
06feb2006,160,5.34,15.54,69.85
07feb2006,153,7.21,30.98,72.72
08feb2006,147,6.20,35.67,66.38
09feb2006,135,3.33,25.53,51.97
10feb2006,159,2.39,15.00,64.30
11feb2006,142,2.80,11.16,70.62
12feb2006,167,5.23,33.83,93.90
13feb2006,176,8.62,23.50,81.38
14feb2006,179,8.71,44.38,73.72
15feb2006,178,9.13,53.84,73.03
16feb2006,165,6.88,50.41,76.20
17feb2006,132,7.31,33.20,69.00
18feb2006,157,4.31,14.23,80.32
19feb2006,163,4.63,22.21,92.05
20feb2006,156,5.21,48.38,61.78
21feb2006,145,3.66,48.52,80.88
22feb2006,156,2.78,41.71,81.93
23feb2006,158,1.65,23.69,91.85
24feb2006,193,1.96,28.30,70.35
25feb2006,173,3.94,58.35,59.53
26feb2006,162,4.09,58.98,62.38
27feb2006,168,3.78,30.58,65.75
28feb2006,163,3.17,41.99,53.50
01mar2006,147,1.46,29.97,59.57
02mar2006,145,1.16,19.71,63.79
03mar2006,174,1.81,15.68,62.72
04mar2006,156,0.74,23.91,61.45
05mar2006,142,2.91,39.34,52.65
06mar2006,163,3.99,26.40,62.97
07mar2006,173,4.66,21.11,86.47
08mar2006,158,8.16,17.02,90.90
09mar2006,173,9.04,38.67,85.00
10mar2006,162,6.01,53.73,65.03
11mar2006,127,3.88,62.59,68.97
12mar2006,152,1.86,55.08,58.83
13mar2006,187,2.26,57.14,45.81
14mar2006,180,3.87,36.89,65.88
15mar2006,154,6.22,28.19,63.15
16mar2006,152,1.84,53.89,76.60
17mar2006,155,3.28,68.11,68.40
18mar2006,137,4.01,69.11,61.57
19mar2006,151,5.56,72.51,61.75
20mar2006,170,3.97,58.38,71.60
21mar2006,145,3.74,61.34,54.20
22mar2006,161,3.06,51.99,52.65
23mar2006,168,5.12,25.84,40.17
24mar2006,189,9.11,36.65,84.10
25mar2006,159,11.14,59.26,77.10
26mar2006,146,12.66,46.32,87.00
27mar2006,165,11.97,71.70,82.80
28mar2006,155,10.61,62.22,64.38
29mar2006,168,9.87,49.76,70.32
30mar2006,137,11.57,61.05,75.88
31mar2006,169,12.65,65.11,63.20
01apr2006,160,11.32,72.18,59.90
02apr2006,119,9.77,72.20,73.43
03apr2006,138,9.19,50.83,57.90
04apr2006,148,5.55,54.88,53.78
05apr2006,134,5.34,41.84,40.47
06apr2006,162,7.14,44.60,38.58
07apr2006,138,7.80,47.96,70.15
08apr2006,143,8.65,72.72,45.17
09apr2006,122,6.29,55.90,62.15
10apr2006,157,5.66,45.57,54.15
11apr2006,141,5.16,39.59,71.03
12apr2006,164,8.57,46.30,55.55
13apr2006,147,12.15,53.66,70.57
14apr2006,133,11.09,39.89,76.10
15apr2006,133,11.06,17.79,79.25
16apr2006,126,11.24,33.73,63.00
17apr2006,147,10.44,55.21,55.20
18apr2006,138,10.24,52.05,53.28
19apr2006,142,10.74,56.59,63.42
20apr2006,158,11.58,48.72,82.07
21apr2006,120,13.43,29.13,56.85
22apr2006,129,12.21,54.54,55.45
23apr2006,152,10.79,41.45,84.20
24apr2006,134,11.77,23.87,82.95
25apr2006,123,10.88,17.70,81.57
26apr2006,153,11.76,43.42,60.12
27apr2006,146,12.60,31.33,53.03
28apr2006,145,10.99,45.52,55.38
29apr2006,158,10.09,59.83,48.92
30apr2006,131,9.38,52.35,66.78
01may2006,145,11.06,59.27,65.57
02may2006,135,10.22,45.25,61.22
03may2006,127,13.79,39.87,63.45
04may2006,127,19.62,52.94,46.70
05may2006,140,16.30,58.33,54.45
06may2006,133,12.43,19.25,70.80
07may2006,148,14.54,48.67,69.43
08may2006,134,12.86,37.09,83.93
09may2006,122,13.90,37.94,74.97
10may2006,140,15.88,50.82,65.53
11may2006,132,15.76,49.57,39.92
12may2006,140,16.68,46.99,44.00
13may2006,138,14.66,60.60,67.47
14may2006,139,13.32,60.25,77.53
15may2006,139,14.44,38.45,73.15
16may2006,135,14.29,37.82,71.57
17may2006,131,13.57,31.18,84.85
18may2006,143,14.59,63.88,67.20
19may2006,114,13.78,61.46,68.85
20may2006,128,12.83,59.14,75.62
21may2006,118,12.55,51.87,87.38
22may2006,151,12.41,55.08,78.15
23may2006,125,10.24,44.31,61.57
24may2006,123,11.68,65.14,71.95
25may2006,130,13.68,48.47,62.58
26may2006,149,15.89,23.63,81.72
27may2006,125,15.14,22.97,88.23
28may2006,124,13.80,51.27,54.20
29may2006,128,11.66,57.77,54.72
30may2006,140,9.39,46.86,49.60
31may2006,132,10.42,48.84,46.58
01jun2006,116,10.86,23.34,61.72
02jun2006,158,14.64,26.19,63.50
03jun2006,130,16.47,53.87,39.17
04jun2006,139,16.58,53.27,48.22
05jun2006,129,15.89,44.89,59.12
06jun2006,133,14.68,54.45,51.58
07jun2006,136,18.20,50.21,52.58
08jun2006,136,20.09,62.93,48.98
09jun2006,143,19.66,72.60,43.38
10jun2006,151,21.36,87.48,37.60
11jun2006,150,22.74,71.93,51.58
12jun2006,164,24.54,73.97,41.08
13jun2006,169,20.35,29.17,78.55
14jun2006,116,15.96,52.80,77.35
15jun2006,130,15.62,54.91,55.55
16jun2006,145,17.92,52.99,52.35
17jun2006,143,20.89,74.55,44.15
18jun2006,133,19.96,99.56,51.28
19jun2006,110,17.33,48.03,66.32
20jun2006,122,18.11,52.01,57.10
21jun2006,121,16.73,58.05,49.40
22jun2006,123,15.30,56.19,46.42
23jun2006,139,16.01,50.60,45.38
24jun2006,139,18.46,69.29,46.17
25jun2006,118,18.24,76.43,51.60
26jun2006,153,14.80,46.10,86.93
27jun2006,118,15.02,34.44,64.38
28jun2006,125,16.84,34.59,48.33
29jun2006,112,17.83,41.37,52.10
30jun2006,153,20.02,58.66,35.25
01jul2006,144,21.66,82.62,39.15
02jul2006,166,24.49,96.99,38.67
03jul2006,159,23.61,94.16,37.22
04jul2006,150,23.74,83.36,52.05
05jul2006,114,20.65,57.27,80.85
06jul2006,141,20.76,59.99,74.62
07jul2006,129,18.96,33.38,61.75
08jul2006,106,17.72,44.97,49.42
09jul2006,124,18.50,52.24,71.62
10jul2006,118,18.02,26.26,77.10
11jul2006,111,20.43,37.38,51.58
12jul2006,114,19.70,51.36,42.28
13jul2006,127,18.29,36.37,63.70
14jul2006,113,17.27,49.01,49.50
15jul2006,130,19.23,57.08,48.22
16jul2006,144,21.49,68.25,46.85
17jul2006,132,23.25,76.12,34.47
18jul2006,153,23.96,90.93,35.40
19jul2006,163,26.14,104.11,40.83
20jul2006,123,24.90,87.16,46.93
21jul2006,145,24.07,77.02,49.25
22jul2006,157,24.39,61.21,74.15
23jul2006,142,21.54,41.58,64.50
24jul2006,153,22.25,45.60,45.78
25jul2006,145,24.47,58.76,46.70
26jul2006,139,25.86,95.89,49.20
27jul2006,163,24.58,73.56,52.03
28jul2006,142,22.46,47.71,61.40
29jul2006,147,21.11,40.02,53.70
30jul2006,109,21.35,49.81,45.58
31jul2006,133,19.81,49.35,52.60
01aug2006,138,18.12,37.47,55.85
02aug2006,141,18.12,40.26,46.80
03aug2006,126,16.92,31.69,76.28
04aug2006,135,16.89,27.93,57.40
05aug2006,110,19.99,37.36,48.65
06aug2006,136,22.19,24.25,51.85
07aug2006,135,20.68,19.28,79.62
08aug2006,130,18.13,46.63,46.20
09aug2006,128,18.60,35.38,53.22
10aug2006,121,16.52,36.68,58.85
11aug2006,128,16.14,37.76,49.93
12aug2006,121,15.95,40.56,72.82
13aug2006,137,16.15,42.53,83.75
14aug2006,124,15.32,18.49,82.53
15aug2006,121,17.02,36.87,60.50
16aug2006,116,17.09,36.35,64.35
17aug2006,103,18.41,32.77,64.90
18aug2006,116,17.52,39.55,77.68
19aug2006,130,17.77,48.18,73.45
20aug2006,121,17.66,53.37,74.07
21aug2006,129,17.19,29.80,69.53
22aug2006,138,16.01,30.50,59.85
23aug2006,114,17.26,24.73,78.25
24aug2006,117,17.48,19.89,69.97
25aug2006,133,15.93,29.91,50.92
26aug2006,153,17.15,25.93,73.95
27aug2006,127,16.98,33.79,56.25
28aug2006,125,16.40,36.38,62.28
29aug2006,152,15.54,26.63,69.53
30aug2006,113,15.35,26.97,58.03
31aug2006,121,18.83,33.34,69.15
01sep2006,116,18.58,30.53,71.19
02sep2006,125,16.81,34.69,81.71
03sep2006,106,21.07,35.99,72.80
04sep2006,141,19.36,34.93,61.50
05sep2006,134,21.36,14.99,66.93
06sep2006,129,21.56,23.15,61.97
07sep2006,118,16.86,42.04,52.58
08sep2006,131,14.96,39.34,54.75
09sep2006,128,16.79,35.84,53.00
10sep2006,129,18.51,40.66,52.83
11sep2006,140,21.31,39.14,45.42
12sep2006,132,18.88,11.33,80.57
13sep2006,122,19.83,30.45,76.53
14sep2006,117,18.63,23.57,77.53
15sep2006,124,17.99,39.54,75.82
16sep2006,124,18.46,64.83,78.55
17sep2006,115,19.67,47.03,60.35
18sep2006,102,17.93,35.38,63.55
19sep2006,128,16.41,38.65,57.80
20sep2006,124,17.22,40.72,62.55
21sep2006,115,22.06,59.00,52.30
22sep2006,138,18.03,35.37,90.07
23sep2006,130,17.94,21.14,72.12
24sep2006,121,19.02,34.19,70.05
25sep2006,117,16.97,6.06,85.33
26sep2006,119,16.44,17.39,70.25
27sep2006,139,15.61,35.28,74.90
28sep2006,120,17.86,27.11,81.50
29sep2006,115,17.11,28.10,85.57
30sep2006,134,15.54,36.65,83.70
01oct2006,136,16.50,50.09,79.22
02oct2006,104,15.33,37.87,83.60
03oct2006,105,12.43,20.36,74.65
04oct2006,128,12.23,24.09,60.53
05oct2006,128,11.59,23.91,89.29
06oct2006,134,15.20,38.45,81.62
07oct2006,134,12.95,35.55,58.28
08oct2006,111,13.34,35.55,67.22
09oct2006,130,16.76,26.73,78.45
10oct2006,140,17.86,11.45,83.15
11oct2006,126,17.03,10.45,87.20
12oct2006,120,13.31,17.18,72.10
13oct2006,116,14.04,7.64,76.93
14oct2006,110,13.56,18.00,81.75
15oct2006,130,14.69,41.27,73.80
16oct2006,140,14.87,9.00,76.20
17oct2006,131,13.74,10.73,81.72
18oct2006,120,15.79,11.73,83.80
19oct2006,126,15.48,38.27,74.93
20oct2006,140,15.31,43.00,76.72
21oct2006,125,14.98,47.36,76.43
22oct2006,149,13.57,44.55,83.85
23oct2006,135,12.62,17.45,83.32
24oct2006,119,12.44,12.82,76.62
25oct2006,141,11.84,12.64,81.38
26oct2006,138,15.04,39.09,76.25
27oct2006,141,10.21,17.18,70.65
28oct2006,114,13.24,30.28,83.90
29oct2006,146,13.97,26.14,69.43
30oct2006,140,13.04,16.47,84.57
31oct2006,137,12.15,45.79,61.53
01nov2006,123,6.32,27.23,60.03
02nov2006,141,5.00,12.40,61.82
03nov2006,145,5.62,6.64,65.80
04nov2006,132,5.43,7.36,69.22
05nov2006,154,8.07,12.00,76.38
06nov2006,146,8.15,5.00,79.15
07nov2006,134,7.37,3.27,87.30
08nov2006,130,10.45,13.82,87.60
09nov2006,145,8.77,17.45,67.78
10nov2006,137,7.10,13.64,75.72
11nov2006,119,10.25,39.18,71.15
12nov2006,140,9.98,37.64,71.43
13nov2006,142,12.82,38.36,74.43
14nov2006,141,12.09,33.91,86.43
15nov2006,147,12.70,34.91,79.53
16nov2006,140,10.71,21.73,85.28
17nov2006,135,9.25,31.36,74.78
18nov2006,119,6.63,25.55,64.35
19nov2006,125,6.10,27.18,73.05
20nov2006,155,9.25,31.64,85.78
21nov2006,134,6.57,30.00,75.80
22nov2006,136,7.72,23.64,83.62
23nov2006,133,9.85,45.18,69.28
24nov2006,138,10.25,30.18,83.80
25nov2006,141,11.13,47.00,74.68
26nov2006,139,9.71,42.73,83.95
27nov2006,139,11.83,39.73,77.60
28nov2006,140,11.28,26.91,80.02
29nov2006,138,9.16,24.36,79.28
30nov2006,128,9.10,27.00,77.55
01dec2006,149,10.41,27.36,92.47
02dec2006,113,10.20,37.55,79.03
03dec2006,147,8.94,61.18,71.45
04dec2006,151,10.52,48.18,74.70
05dec2006,136,11.20,56.00,77.82
06dec2006,144,8.74,44.27,63.38
07dec2006,126,8.45,57.93,76.40
08dec2006,148,7.03,20.73,77.55
09dec2006,140,4.88,10.09,77.53
10dec2006,132,5.02,28.45,77.70
11dec2006,142,7.97,33.65,88.03
12dec2006,143,7.27,38.06,76.03
13dec2006,140,10.26,50.86,76.40
14dec2006,134,11.60,56.00,72.55
15dec2006,127,11.24,42.47,80.00
16dec2006,153,7.52,18.34,82.00
17dec2006,141,5.58,13.61,80.03
18dec2006,135,5.28,2.05,88.38
19dec2006,152,1.77,1.95,92.60
20dec2006,133,0.01,1.64,95.32
21dec2006,132,-0.63,1.27,97.82
22dec2006,169,-0.27,1.18,98.86
23dec2006,147,1.73,7.45,94.35
24dec2006,162,4.71,28.55,86.07
25dec2006,137,5.21,27.82,84.45
26dec2006,162,5.47,10.09,83.80
27dec2006,153,5.48,5.82,85.47
28dec2006,157,7.94,23.18,85.85
29dec2006,153,8.01,37.73,88.03
30dec2006,143,9.73,56.82,84.20
31dec2006,137,10.02,56.36,85.52
